pdf,page,issue_type,severity,details,bbox_points_x0_y0_x1_y1,bbox_inches_x0_y0_x1_y1,link_or_target,visible_text_in_link_rect
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/10B Trapnell  Biosketch SciENcv.pdf,object,raw_pdf_action_or_external_object,review,"xref 31 contains /URI. This may indicate links, actions, JavaScript, attachments, or embedded files.",,,<< /A << /S /URI /Type /Action /URI (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC5764547/) >> /Subtype /Link /Type /Annot /Border [ 0 0 0 ] /Rect [ 384 215.25 438.75 226.5 ] >>,
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/10B Trapnell  Biosketch SciENcv.pdf,object,raw_pdf_action_or_external_object,review,"xref 32 contains /URI. This may indicate links, actions, JavaScript, attachments, or embedded files.",,,<< /A << /S /URI /Type /Action /URI (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC5894354/) >> /Subtype /Link /Type /Annot /Border [ 0 0 0 ] /Rect [ 288 177.75 342.75 189 ] >>,
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/10B Trapnell  Biosketch SciENcv.pdf,object,raw_pdf_action_or_external_object,review,"xref 33 contains /URI. This may indicate links, actions, JavaScript, attachments, or embedded files.",,,<< /A << /S /URI /Type /Action /URI (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC6582963/) >> /Subtype /Link /Type /Annot /Border [ 0 0 0 ] /Rect [ 474 129 528.75 140.25 ] >>,
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/10B Trapnell  Biosketch SciENcv.pdf,object,raw_pdf_action_or_external_object,review,"xref 34 contains /URI. This may indicate links, actions, JavaScript, attachments, or embedded files.",,,<< /A << /S /URI /Type /Action /URI (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC6434952/) >> /Subtype /Link /Type /Annot /Border [ 0 0 0 ] /Rect [ 175.5 91.5 230.25 102.75 ] >>,
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/10B Trapnell  Biosketch SciENcv.pdf,object,raw_pdf_action_or_external_object,review,"xref 42 contains /URI. This may indicate links, actions, JavaScript, attachments, or embedded files.",,,<< /A << /S /URI /Type /Action /URI (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2690996/) >> /Subtype /Link /Type /Annot /Border [ 0 0 0 ] /Rect [ 364.5 726.75 419.25 738 ] >>,
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/10B Trapnell  Biosketch SciENcv.pdf,object,raw_pdf_action_or_external_object,review,"xref 43 contains /URI. This may indicate links, actions, JavaScript, attachments, or embedded files.",,,<< /A << /S /URI /Type /Action /URI (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3146043/) >> /Subtype /Link /Type /Annot /Border [ 0 0 0 ] /Rect [ 317.25 689.25 372 700.5 ] >>,
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/10B Trapnell  Biosketch SciENcv.pdf,object,raw_pdf_action_or_external_object,review,"xref 44 contains /URI. This may indicate links, actions, JavaScript, attachments, or embedded files.",,,<< /A << /S /URI /Type /Action /URI (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2672628/) >> /Subtype /Link /Type /Annot /Border [ 0 0 0 ] /Rect [ 243.75 663 298.5 674.25 ] >>,
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/10B Trapnell  Biosketch SciENcv.pdf,object,raw_pdf_action_or_external_object,review,"xref 51 contains /URI. This may indicate links, actions, JavaScript, attachments, or embedded files.",,,<< /A << /S /URI /Type /Action /URI (https://orcid.org/0000-0002-8105-4347) >> /Subtype /Link /Type /Annot /Border [ 0 0 0 ] /Rect [ 250.5 678 402.75 689.25 ] >>,
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/10B Trapnell  Biosketch SciENcv.pdf,1,external_or_action_link_annotation,flag,"Clickable link annotation: URI. Target appears to be visible URL-like text, but confirm this attachment allows links/URLs.","250.50,102.75,402.75,114.00","3.479,1.427,5.594,1.583",uri=https://orcid.org/0000-0002-8105-4347; xref=27,https://orcid.org/0000-0002-8105-4347
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/10B Trapnell  Biosketch SciENcv.pdf,1,hidden_or_hypertext_link_suspect,flag,Clickable link annotation: URI. Target is not visibly printed as URL/DOI/email text in the link rectangle.,"326.25,464.25,381.00,475.50","4.531,6.448,5.292,6.604",uri=http://www.ncbi.nlm.nih.gov/pmc/articles/PMC7289078/; xref=28,PMC7289078.
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/10B Trapnell  Biosketch SciENcv.pdf,1,hidden_or_hypertext_link_suspect,flag,Clickable link annotation: URI. Target is not visibly printed as URL/DOI/email text in the link rectangle.,"108.75,501.75,168.00,513.00","1.510,6.969,2.333,7.125",uri=http://www.ncbi.nlm.nih.gov/pmc/articles/PMC10665197/; xref=29,PMC10665197.
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/10B Trapnell  Biosketch SciENcv.pdf,1,hidden_or_hypertext_link_suspect,flag,Clickable link annotation: URI. Target is not visibly printed as URL/DOI/email text in the link rectangle.,"342.00,539.25,401.25,550.50","4.750,7.490,5.573,7.646",uri=http://www.ncbi.nlm.nih.gov/pmc/articles/PMC11178971/; xref=30,PMC11178971.
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/10B Trapnell  Biosketch SciENcv.pdf,1,hidden_or_hypertext_link_suspect,flag,Clickable link annotation: URI. Target is not visibly printed as URL/DOI/email text in the link rectangle.,"384.00,565.50,438.75,576.75","5.333,7.854,6.094,8.010",uri=http://www.ncbi.nlm.nih.gov/pmc/articles/PMC5764547/; xref=31,PMC5764547.
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/10B Trapnell  Biosketch SciENcv.pdf,1,hidden_or_hypertext_link_suspect,flag,Clickable link annotation: URI. Target is not visibly printed as URL/DOI/email text in the link rectangle.,"288.00,603.00,342.75,614.25","4.000,8.375,4.760,8.531",uri=http://www.ncbi.nlm.nih.gov/pmc/articles/PMC5894354/; xref=32,PMC5894354.
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/10B Trapnell  Biosketch SciENcv.pdf,1,hidden_or_hypertext_link_suspect,flag,Clickable link annotation: URI. Target is not visibly printed as URL/DOI/email text in the link rectangle.,"474.00,651.75,528.75,663.00","6.583,9.052,7.344,9.208",uri=http://www.ncbi.nlm.nih.gov/pmc/articles/PMC6582963/; xref=33,PMC6582963.
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/10B Trapnell  Biosketch SciENcv.pdf,1,hidden_or_hypertext_link_suspect,flag,Clickable link annotation: URI. Target is not visibly printed as URL/DOI/email text in the link rectangle.,"175.50,689.25,230.25,700.50","2.438,9.573,3.198,9.729",uri=http://www.ncbi.nlm.nih.gov/pmc/articles/PMC6434952/; xref=34,PMC6434952.
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/10B Trapnell  Biosketch SciENcv.pdf,2,hidden_or_hypertext_link_suspect,flag,Clickable link annotation: URI. Target is not visibly printed as URL/DOI/email text in the link rectangle.,"364.50,54.00,419.25,65.25","5.062,0.750,5.823,0.906",uri=http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2690996/; xref=42,PMC2690996.
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/10B Trapnell  Biosketch SciENcv.pdf,2,hidden_or_hypertext_link_suspect,flag,Clickable link annotation: URI. Target is not visibly printed as URL/DOI/email text in the link rectangle.,"317.25,91.50,372.00,102.75","4.406,1.271,5.167,1.427",uri=http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3146043/; xref=43,PMC3146043.
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/10B Trapnell  Biosketch SciENcv.pdf,2,hidden_or_hypertext_link_suspect,flag,Clickable link annotation: URI. Target is not visibly printed as URL/DOI/email text in the link rectangle.,"243.75,117.75,298.50,129.00","3.385,1.635,4.146,1.792",uri=http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2672628/; xref=44,PMC2672628.
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/10B Trapnell  Biosketch SciENcv.pdf,3,external_or_action_link_annotation,flag,"Clickable link annotation: URI. Target appears to be visible URL-like text, but confirm this attachment allows links/URLs.","250.50,102.75,402.75,114.00","3.479,1.427,5.594,1.583",uri=https://orcid.org/0000-0002-8105-4347; xref=51,https://orcid.org/0000-0002-8105-4347
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/10C Lammers Biosketch SciENcv.pdf,object,raw_pdf_action_or_external_object,review,"xref 28 contains /URI. This may indicate links, actions, JavaScript, attachments, or embedded files.",,,<< /A << /S /URI /Type /Action /URI (https://orcid.org/0000-0001-6832-6152) >> /Subtype /Link /Type /Annot /Border [ 0 0 0 ] /Rect [ 250.5 678 402.75 689.25 ] >>,
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/10C Lammers Biosketch SciENcv.pdf,object,raw_pdf_action_or_external_object,review,"xref 29 contains /URI. This may indicate links, actions, JavaScript, attachments, or embedded files.",,,<< /A << /S /URI /Type /Action /URI (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC10013869/) >> /Subtype /Link /Type /Annot /Border [ 0 0 0 ] /Rect [ 421.5 396 480.75 407.25 ] >>,
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/10C Lammers Biosketch SciENcv.pdf,object,raw_pdf_action_or_external_object,review,"xref 30 contains /URI. This may indicate links, actions, JavaScript, attachments, or embedded files.",,,<< /A << /S /URI /Type /Action /URI (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC11513125/) >> /Subtype /Link /Type /Annot /Border [ 0 0 0 ] /Rect [ 425.25 369.75 484.5 381 ] >>,
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/10C Lammers Biosketch SciENcv.pdf,object,raw_pdf_action_or_external_object,review,"xref 31 contains /URI. This may indicate links, actions, JavaScript, attachments, or embedded files.",,,<< /A << /S /URI /Type /Action /URI (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC6969519/) >> /Subtype /Link /Type /Annot /Border [ 0 0 0 ] /Rect [ 72.75 332.25 127.5 343.5 ] >>,
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/10C Lammers Biosketch SciENcv.pdf,object,raw_pdf_action_or_external_object,review,"xref 32 contains /URI. This may indicate links, actions, JavaScript, attachments, or embedded files.",,,<< /A << /S /URI /Type /Action /URI (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC7864633/) >> /Subtype /Link /Type /Annot /Border [ 0 0 0 ] /Rect [ 258.75 306 313.5 317.25 ] >>,
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/10C Lammers Biosketch SciENcv.pdf,object,raw_pdf_action_or_external_object,review,"xref 33 contains /URI. This may indicate links, actions, JavaScript, attachments, or embedded files.",,,<< /A << /S /URI /Type /Action /URI (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC11996465/) >> /Subtype /Link /Type /Annot /Border [ 0 0 0 ] /Rect [ 261 268.5 320.25 279.75 ] >>,
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/10C Lammers Biosketch SciENcv.pdf,object,raw_pdf_action_or_external_object,review,"xref 34 contains /URI. This may indicate links, actions, JavaScript, attachments, or embedded files.",,,<< /A << /S /URI /Type /Action /URI (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC8498946/) >> /Subtype /Link /Type /Annot /Border [ 0 0 0 ] /Rect [ 443.25 231 498 242.25 ] >>,
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/10C Lammers Biosketch SciENcv.pdf,object,raw_pdf_action_or_external_object,review,"xref 35 contains /URI. This may indicate links, actions, JavaScript, attachments, or embedded files.",,,<< /A << /S /URI /Type /Action /URI (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC6706658/) >> /Subtype /Link /Type /Annot /Border [ 0 0 0 ] /Rect [ 420 204.75 474.75 216 ] >>,
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/10C Lammers Biosketch SciENcv.pdf,object,raw_pdf_action_or_external_object,review,"xref 36 contains /URI. This may indicate links, actions, JavaScript, attachments, or embedded files.",,,<< /A << /S /URI /Type /Action /URI (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC10616176/) >> /Subtype /Link /Type /Annot /Border [ 0 0 0 ] /Rect [ 491.25 178.5 550.5 189.75 ] >>,
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/10C Lammers Biosketch SciENcv.pdf,object,raw_pdf_action_or_external_object,review,"xref 37 contains /URI. This may indicate links, actions, JavaScript, attachments, or embedded files.",,,<< /A << /S /URI /Type /Action /URI (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC11996557/) >> /Subtype /Link /Type /Annot /Border [ 0 0 0 ] /Rect [ 228 141 287.25 152.25 ] >>,
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/10C Lammers Biosketch SciENcv.pdf,object,raw_pdf_action_or_external_object,review,"xref 38 contains /URI. This may indicate links, actions, JavaScript, attachments, or embedded files.",,,<< /A << /S /URI /Type /Action /URI (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC11627552/) >> /Subtype /Link /Type /Annot /Border [ 0 0 0 ] /Rect [ 339 114.75 398.25 126 ] >>,
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/10C Lammers Biosketch SciENcv.pdf,object,raw_pdf_action_or_external_object,review,"xref 51 contains /URI. This may indicate links, actions, JavaScript, attachments, or embedded files.",,,<< /A << /S /URI /Type /Action /URI (https://orcid.org/0000-0001-6832-6152) >> /Subtype /Link /Type /Annot /Border [ 0 0 0 ] /Rect [ 250.5 678 402.75 689.25 ] >>,
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/10C Lammers Biosketch SciENcv.pdf,1,external_or_action_link_annotation,flag,"Clickable link annotation: URI. Target appears to be visible URL-like text, but confirm this attachment allows links/URLs.","250.50,102.75,402.75,114.00","3.479,1.427,5.594,1.583",uri=https://orcid.org/0000-0001-6832-6152; xref=28,https://orcid.org/0000-0001-6832-6152
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/10C Lammers Biosketch SciENcv.pdf,1,hidden_or_hypertext_link_suspect,flag,Clickable link annotation: URI. Target is not visibly printed as URL/DOI/email text in the link rectangle.,"421.50,384.75,480.75,396.00","5.854,5.344,6.677,5.500",uri=http://www.ncbi.nlm.nih.gov/pmc/articles/PMC10013869/; xref=29,PMC10013869.
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/10C Lammers Biosketch SciENcv.pdf,1,hidden_or_hypertext_link_suspect,flag,Clickable link annotation: URI. Target is not visibly printed as URL/DOI/email text in the link rectangle.,"425.25,411.00,484.50,422.25","5.906,5.708,6.729,5.865",uri=http://www.ncbi.nlm.nih.gov/pmc/articles/PMC11513125/; xref=30,PMC11513125.
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/10C Lammers Biosketch SciENcv.pdf,1,hidden_or_hypertext_link_suspect,flag,Clickable link annotation: URI. Target is not visibly printed as URL/DOI/email text in the link rectangle.,"72.75,448.50,127.50,459.75","1.010,6.229,1.771,6.385",uri=http://www.ncbi.nlm.nih.gov/pmc/articles/PMC6969519/; xref=31,PMC6969519.
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/10C Lammers Biosketch SciENcv.pdf,1,hidden_or_hypertext_link_suspect,flag,Clickable link annotation: URI. Target is not visibly printed as URL/DOI/email text in the link rectangle.,"258.75,474.75,313.50,486.00","3.594,6.594,4.354,6.750",uri=http://www.ncbi.nlm.nih.gov/pmc/articles/PMC7864633/; xref=32,PMC7864633.
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/10C Lammers Biosketch SciENcv.pdf,1,hidden_or_hypertext_link_suspect,flag,Clickable link annotation: URI. Target is not visibly printed as URL/DOI/email text in the link rectangle.,"261.00,512.25,320.25,523.50","3.625,7.115,4.448,7.271",uri=http://www.ncbi.nlm.nih.gov/pmc/articles/PMC11996465/; xref=33,PMC11996465.
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/10C Lammers Biosketch SciENcv.pdf,1,hidden_or_hypertext_link_suspect,flag,Clickable link annotation: URI. Target is not visibly printed as URL/DOI/email text in the link rectangle.,"443.25,549.75,498.00,561.00","6.156,7.635,6.917,7.792",uri=http://www.ncbi.nlm.nih.gov/pmc/articles/PMC8498946/; xref=34,PMC8498946.
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/10C Lammers Biosketch SciENcv.pdf,1,hidden_or_hypertext_link_suspect,flag,Clickable link annotation: URI. Target is not visibly printed as URL/DOI/email text in the link rectangle.,"420.00,576.00,474.75,587.25","5.833,8.000,6.594,8.156",uri=http://www.ncbi.nlm.nih.gov/pmc/articles/PMC6706658/; xref=35,PMC6706658.
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/10C Lammers Biosketch SciENcv.pdf,1,hidden_or_hypertext_link_suspect,flag,Clickable link annotation: URI. Target is not visibly printed as URL/DOI/email text in the link rectangle.,"491.25,602.25,550.50,613.50","6.823,8.365,7.646,8.521",uri=http://www.ncbi.nlm.nih.gov/pmc/articles/PMC10616176/; xref=36,PMC10616176.
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/10C Lammers Biosketch SciENcv.pdf,1,hidden_or_hypertext_link_suspect,flag,Clickable link annotation: URI. Target is not visibly printed as URL/DOI/email text in the link rectangle.,"228.00,639.75,287.25,651.00","3.167,8.885,3.990,9.042",uri=http://www.ncbi.nlm.nih.gov/pmc/articles/PMC11996557/; xref=37,PMC11996557.
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/10C Lammers Biosketch SciENcv.pdf,1,hidden_or_hypertext_link_suspect,flag,Clickable link annotation: URI. Target is not visibly printed as URL/DOI/email text in the link rectangle.,"339.00,666.00,398.25,677.25","4.708,9.250,5.531,9.406",uri=http://www.ncbi.nlm.nih.gov/pmc/articles/PMC11627552/; xref=38,PMC11627552.
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/10C Lammers Biosketch SciENcv.pdf,3,external_or_action_link_annotation,flag,"Clickable link annotation: URI. Target appears to be visible URL-like text, but confirm this attachment allows links/URLs.","250.50,102.75,402.75,114.00","3.479,1.427,5.594,1.583",uri=https://orcid.org/0000-0001-6832-6152; xref=51,https://orcid.org/0000-0001-6832-6152
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/13A Resource sharing plan.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,56.31,579.29,157.14","0.500,0.782,8.046,2.182",,"I am committed to the timely sharing of resources generated through this project, including protocols, reagents, zebrafish lines, and software tools, consistent with NIH policies and institutional requirements. Detailed experimental protocols developed or substantially modified during the project w…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/13A Resource sharing plan.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,169.50,579.26,232.38","0.500,2.354,8.045,3.228",,"Sharing zebrafish lines: All mutant or transgenic zebrafish lines generated as part of this proposal will be made available to the research community after publication. When appropriate, lines will be deposited with the Zebrafish International Resource Center (ZIRC). Before lines are available thro…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/13A Resource sharing plan.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,244.74,579.05,307.63","0.500,3.399,8.042,4.273",,"Software dissemination: Software, analysis scripts, and computational tools developed as part of this project will be made freely available through an open-source GitHub repository after publication of the corresponding methods or datasets. Code will be released under a standard open-source license…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/13B Data Sharing.pdf,1,margin_intrusion_layout,flag,"text block intersects required margin: right, top.","503.55,14.67,578.20,23.52","6.994,0.204,8.031,0.327",,OMB No. PENDING
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/13B Data Sharing.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: bottom.,"302.94,766.89,312.13,779.22","4.208,10.651,4.335,10.823",,1
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/13B Data Sharing.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,65.55,578.12,111.36","0.500,0.910,8.030,1.547",,"If any of the proposed research in the application involves the generation of scientific data, this application is subject to the NIH Policy for Data Management and Sharing and requires submission of a Data Management and Sharing Plan. If the proposed research in the application involves the genera…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/13B Data Sharing.pdf,1,margin_intrusion_rendered_pixels,flag,"Rendered non-white pixels found in required margin(s): left, right, top, bottom; pixel_count=1190. Review this page visually.","34.56,16.32,577.44,776.64","0.480,0.227,8.020,10.787",,
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/13B Data Sharing.pdf,2,margin_intrusion_layout,flag,"text block intersects required margin: right, top.","503.55,14.67,578.20,23.52","6.994,0.204,8.031,0.327",,OMB No. PENDING
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/13B Data Sharing.pdf,2,margin_intrusion_layout,flag,text block intersects required margin: bottom.,"36.00,766.89,312.13,791.94","0.500,10.651,4.335,10.999",,2
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/13B Data Sharing.pdf,2,margin_intrusion_rendered_pixels,flag,"Rendered non-white pixels found in required margin(s): top, bottom; pixel_count=1207. Review this page visually.","303.36,16.32,575.52,776.64","4.213,0.227,7.993,10.787",,
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/14 Specific Aims.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"35.95,36.51,579.19,379.81","0.499,0.507,8.044,5.275",,"Specific Aims Single-cell transcriptomics has transformed how reverse-genetic methods are used to study the molecular and genetic basis of human disease. Yet, while we can query the effects of genetic mutations across entire transcriptomes with single-cell resolution, we lack methods to predict how…"
